ZIP,X_COORD,Y_COORD,ZIP_OFFER_NUM,ZIP_OFFER_NUM_LVL,ZIP_RATE_AVG,ZIP_RATE_AVG_LVL,GROUP,LON,LAT
136,-8.39462350702563,5.518127448089483,401,0.5996452088619021,8.795775149522866,1,19,-75.41018600790142,44.339472101455776
176,-8.494620343176761,4.871208667413393,416,0.6033086221798801,8.793665260219138,1,8,-76.30847287068299,40.03623100047814
185,-8.422766130534123,5.072759374545781,590,0.6381816017406099,8.791277701773714,1,8,-75.66299549623044,41.408338613751255
061,-8.09203610206699,5.122660242964316,315,0.5755742213586912,8.763020005167952,1,8,-72.69199710133732,41.743675283868996
143,-8.792131768906469,5.327822168565277,74,0.431748811353631,8.760960012761469,1,0,-78.98106348001485,43.1040461742661
134,-8.376371713288673,5.339242825702201,214,0.5370638028127662,8.756837124695652,1,8,-75.24622735513637,43.178905305609504
034,-8.036300407394812,5.298178801920418,322,0.5777652323222656,8.75441112322045,1,19,-72.19131483738697,42.90931477691926
463,-9.690981750460967,5.072848487958092,1629,0.7396335293800809,8.752769046960323,1,13,-87.05557024562441,41.40893901239044
564,-10.518592919476355,5.881779671582092,44,0.38066624897703194,8.74835354359436,1,10,-94.49012786996988,46.62932931978058
104,-8.222747948548628,4.990788742774184,418,0.6037870919922137,8.73961740079408,1,8,-73.86620159643672,40.85371634209784
122,-8.21578536285829,5.264793712718259,144,0.49767337424205743,8.733692425952707,1,8,-73.80365562501049,42.68926456698893
170,-8.586496855859634,4.9271401750454045,4066,0.8310660905907226,8.73246815464936,1,17,-77.13381362662925,40.41983320153287
118,-8.18108398142642,4.978379349579738,175,0.5170483995038151,8.730257791164643,1,8,-73.4919278118074,40.76934463760455
082,-8.313099113320188,4.768691182735843,97,0.45849674786705724,8.729355284070595,1,8,-74.67783991895966,39.32749223542179
030,-7.959904702187738,5.297321768169764,460,0.6133398042996648,8.727949772987117,1,19,-71.50504054110093,42.90367562205943
039,-7.875416529568213,5.34741546039547,18,0.29444389791664405,8.726397456137342,1,19,-70.74607037318644,43.232418313856954
582,-10.87784443355465,6.149689502031284,128,0.4859812404361672,8.72144081952002,1,15,-97.717339129366,48.256832704231186
221,-8.60635330701868,4.680228403270185,1472,0.7295056416462631,8.719243372178655,1,17,-77.31218716227467,38.7100849652942
113,-8.219182477107013,4.975182961369809,640,0.646302945692067,8.712207793165135,1,8,-73.83417242152579,40.74759495774389
110,-8.204575161495129,4.979085976475733,104,0.46539603501575233,8.711518554221827,1,8,-73.70295267278465,40.774151888042574
043,-7.763798031961089,5.512543692524807,167,0.5123963979403259,8.710982214834818,1,19,-69.74338434927706,44.303586315239286
236,-8.510809077904568,4.456442693274462,895,0.679794041297493,8.709710820022778,1,17,-76.45389874904845,37.124270618437535
149,-8.549244053324026,5.174568434930945,85,0.44543472962535074,8.70858512000864,1,8,-76.79916600768901,42.0906524905022
244,-8.852815371726429,4.585057848647565,353,0.5869296913133775,8.7078727008256,1,17,-79.52619355910095,38.03985733508875
148,-8.594153416366886,5.20416299617852,131,0.48828019225863706,8.707785047480744,1,8,-77.20259367990374,42.28763080316335
117,-8.153523138339354,4.983366345075609,1736,0.7459914766241105,8.70711974535523,1,8,-73.24434454592408,40.803264210671784
585,-11.24268364184578,5.905393309568853,80,0.4394449154672439,8.706779182176971,1,15,-100.99474549990587,46.77480278846459
138,-8.414668790192064,5.211930300357787,73,0.430406509320417,8.700569605762418,1,8,-75.59025585033054,42.339227461999876
498,-9.679663169389624,5.809959058118555,157,0.5062595033026966,8.694797799369358,1,13,-86.95389370191506,46.18446347583531
018,-7.927742315402411,5.257513429080685,723,0.6584791392385716,8.694257806475363,1,19,-71.21612090487069,42.64117431518123
828,-11.883260329139883,5.554300258923871,15,0.2772588722239781,8.690517524915533,1,11,-106.7491437883753,44.571416483180066
587,-11.320960505249404,6.1634301695471265,354,0.5872117789475416,8.685716760697606,1,15,-101.69791852779001,48.33894845961183
168,-8.68234099125623,5.008932634236968,196,0.5283203728737988,8.685312716613328,1,0,-77.99479614382909,40.976883847041385
598,-12.714182893809959,5.94206372290314,500,0.6216606101084865,8.684568703345432,1,11,-114.21344818600453,46.99993659362579
015,-7.998834003216111,5.195530851007403,1256,0.7136483208590247,8.683609874807145,1,19,-71.8547484022397,42.23023955582195
237,-8.499688118608764,4.417780144072133,343,0.5840641657373398,8.683477843267763,1,17,-76.35399747195353,36.846843148857985
591,-12.070397164715702,5.730302619255622,715,0.6573680166960646,8.681871344117113,1,11,-108.43022258457052,45.68681660796005
125,-8.218269389211505,5.132988141492113,1091,0.699576615630485,8.680757541164825,1,8,-73.82597001340298,41.81286181724828
485,-9.31661629538497,5.315331401448975,63,0.4158883083359671,8.67862849278887,1,13,-83.69258814421312,43.02206784526093
838,-12.972713532371822,6.078273034601806,532,0.6278521424165844,8.670507961842087,1,7,-116.53586842633753,47.82791145824696
129,-8.242025988855225,5.54718528863328,106,0.46728288344619057,8.662008392291378,1,19,-74.0393791789896,44.52586722872135
217,-8.627282205027994,4.796564309493637,2607,0.7866338923046544,8.657400363522935,1,17,-77.50019465189013,39.520908519290494
233,-8.466703140696964,4.457447788975605,768,0.6645090969505645,8.654215288548976,1,17,-76.05768837390836,37.13146929647134
190,-8.368110172762457,4.873922334489252,2029,0.7615791072035833,8.65406853835372,1,8,-75.17201267388563,40.05489261855634
521,-10.2119887953428,5.343203791071123,48,0.38918202981106265,8.646606267114194,1,10,-91.73585616113736,43.20484688894178
135,-8.36840523560865,5.332157282823983,32,0.34965075614664803,8.646400103011036,1,8,-75.17466326853075,43.13247239736226
199,-8.400427898988498,4.697490182687106,591,0.6383506634884005,8.645284479333549,1,17,-75.46232774805408,38.830983067117266
173,-8.563348730045195,4.849322682636282,748,0.661873898351722,8.645205184582913,1,17,-76.92587047445093,39.88553658288483
177,-8.595762338156826,5.062065538612988,87,0.44773368144782066,8.64082728994253,1,0,-77.21704687025229,41.336248972363606
070,-8.26857798993108,4.976832927061821,5583,0.8627660644442209,8.632957453929366,1,8,-74.27789986289359,40.75882296369914
197,-8.423726747531692,4.800433477306809,755,0.6628041376179533,8.632801667057977,1,17,-75.67162486554143,39.54771488132144
063,-8.018418093822659,5.08637913140172,174,0.5164785973923515,8.632348366939537,1,19,-72.03067528141413,41.50003688356561
482,-9.252227793329563,5.218197290743276,819,0.6709304340258299,8.63192433786594,1,13,-83.11417638903379,42.380826999318366
121,-8.254666180643232,5.303796668286848,278,0.5631211781821366,8.630275187999823,1,8,-74.1529279537633,42.946266729493814
065,-8.120526948987694,5.065482713525076,180,0.5198497031265826,8.628819014090018,1,8,-72.9479347338011,41.359293630284945
075,-8.257478736678099,5.001882493599953,480,0.6175867270105762,8.628754551489347,1,8,-74.17819357449893,40.92905212225435
041,-7.822686944390211,5.416381002759481,148,0.5003946305945459,8.626526458698306,1,19,-70.27239245027964,43.68212273800632
020,-7.920202354367971,5.181973438425474,1320,0.7186144304522325,8.625551916992794,1,19,-71.14838828248166,42.13999699583786
120,-8.24137485831026,5.276455906456271,542,0.6297109319933936,8.624296297537166,1,8,-74.03352997378462,42.766222196063865
027,-7.9127561876931685,5.127056666360624,954,0.6861711340480731,8.616154863902125,1,19,-71.0814982291609,41.77313602307895
105,-8.209640877079902,5.0525157336026565,1052,0.6959398512133975,8.615400610627248,1,8,-73.7484587701327,41.27180399496203
206,-8.546764738859164,4.643506633849108,352,0.5866468056933296,8.615191967662186,1,17,-76.77689394690977,38.45221192225788
208,-8.597909370071504,4.74309351615559,374,0.592692602597041,8.609758989274656,1,17,-77.2363339860968,39.14939321230331
184,-8.391283886553788,5.092900844134391,452,0.6115892125483035,8.607092665315012,1,8,-75.38018568677128,41.54389997022357
160,-8.894149796704413,5.001893357076707,57,0.4060443010546419,8.604282906064109,1,0,-79.89750701628108,40.92912585223942
